CSV Report,LLM_UV_01.csv
Worksheet Type,Scan

METHOD
X mode,nm
Y mode,Abs
Collect mode,Scan
Scan range start (nm),800.00
Scan range stop (nm),200.00
Data Interval (nm),1.00
Scan rate (nm/min),3000
Averaging Time (s),.02
Spectral Bandwidth (nm),2
Detector module,Multicell Peltier UV-Vis
Baseline,Off
Experiment Zones,1
Experimental temperature (°C),25°C


SAMPLES
Name,Sample 1,,Sample 2,,Sample 3,,Sample 4,,Sample 5,
Collection Time,2025-03-04 11:49:24 (+00:00),,2025-03-04 11:49:24 (+00:00),,2025-03-04 11:49:24 (+00:00),,2025-03-04 11:49:24 (+00:00),,2025-03-04 11:49:24 (+00:00),
Cell Number,Cell 1,,Cell 2,,Cell 3,,Cell 4,,Cell 5,
Module Serial Number,MY2052ZC03,,MY2052ZC03,,MY2052ZC03,,MY2052ZC03,,MY2052ZC03,
Temperatures (°C),25.0,,25.0,,25.0,,25.0,,25.0,
Instrument Serial Number,MY2105ZA05,,MY2105ZA05,,MY2105ZA05,,MY2105ZA05,,MY2105ZA05,
Instrument Name,MY2105ZA05,,MY2105ZA05,,MY2105ZA05,,MY2105ZA05,,MY2105ZA05,
,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs
,800,0.0294059954035406,800,-0.0287861236466766,800,0.00349253621488366,800,-0.00716925878863674,800,0.00908473791176508
,799,0.0288939691974301,799,-0.0290258929581472,799,0.00321870356742574,799,-0.00747505343505018,799,0.00881137288077168
,798,0.0292185109186775,798,-0.0288642690759966,798,0.00313844126707059,798,-0.00742365304302564,798,0.00855283201237335
,797,0.0291401348262831,797,-0.0287406251938565,797,0.00331030102600283,797,-0.0073193068062097,797,0.0090400417312247
,796,0.0290480727504498,796,-0.0286816493923791,796,0.00334024652656973,796,-0.00717521689202324,796,0.00918284246378619
,795,0.0289918375724896,795,-0.0288366072986686,795,0.00337058540669422,795,-0.00705609022860999,795,0.00917253132317545
,794,0.0288860012421431,794,-0.0290701994596247,794,0.00317875309596556,794,-0.00700688173717692,794,0.00926362153609936
,793,0.029171610914428,793,-0.0293462989921589,793,0.00322467559201579,793,-0.00698237729289999,793,0.00972790988579303
,792,0.0290300556679111,792,-0.0291300423774204,792,0.00301082919949704,792,-0.00638023415696059,792,0.0101513825165193
,791,0.0294776596718556,791,-0.0290561090296571,791,0.00358500056791416,791,-0.00601163363303184,791,0.0103840457185583
,790,0.0293782414884513,790,-0.0291173095021865,790,0.00331116179989613,790,-0.00591900049511851,790,0.0107886006685899
,789,0.0294157457028892,789,-0.0288668365421546,789,0.00333229042125599,789,-0.00567675367889812,789,0.0106104938251608
,788,0.0292686834722849,788,-0.0289942219344074,788,0.00346351956761372,788,-0.00560842811463997,788,0.0110226145388158
,787,0.0292922488519732,787,-0.0287571001575186,787,0.00344590699074989,787,-0.00576320562805127,787,0.0111022228593673
,786,0.0293421252767526,786,-0.0286908573170691,786,0.00355863982720708,786,-0.00509546437128366,786,0.0115367941257539
,785,0.0290378602109806,785,-0.0291291709377839,785,0.00317001767964578,785,-0.00524643507124576,785,0.0111983139771645
,784,0.0293570256197747,784,-0.0290517510721586,784,0.00348003689981736,784,-0.00492519486391996,784,0.011886126635321
,783,0.0292808675277494,783,-0.0284238936832407,783,0.00363678711759435,783,-0.00441788030179528,783,0.0121556045618434
,782,0.0293574410641733,782,-0.0287187706747327,782,0.00364318255841439,782,-0.00486100021181562,782,0.012011690102562
,781,0.0293671348796294,781,-0.0288586496631384,781,0.00343040851393057,781,-0.0050459308650683,781,0.0117220096068598
,780,0.0293733113377568,780,-0.0287965406196837,780,0.00357510857765806,780,-0.00443679038508957,780,0.0120475644437889
,779,0.029254090746633,779,-0.0288282260621337,779,0.00356234589408911,779,-0.00484594841777391,779,0.0120529139132425
,778,0.0293607092406354,778,-0.0288734246877566,778,0.00360765642356638,778,-0.0042302210044416,778,0.012165880286591
,777,0.0291821311359074,777,-0.0292136924420978,777,0.00369805670087275,777,-0.00445226631754618,777,0.0121042562023417
,776,0.0295033420153525,776,-0.028786753517258,776,0.00394690473664833,776,-0.00416079573618142,776,0.012566983188033
,775,0.0292812828993018,775,-0.0287915501940256,775,0.00377254730363227,775,-0.00401221708970077,775,0.012655536746121
,774,0.0299057030181642,774,-0.028418801988459,774,0.00403737566490693,774,-0.0035757779945229,774,0.0129030921456052
,773,0.0293126030586655,773,-0.028407454568184,773,0.00423293354085233,773,-0.00382433106680423,773,0.0130490629290684
,772,0.0290258766971856,772,-0.0288481857350958,772,0.00327516725671394,772,-0.00401360207532513,772,0.012425329713934
,771,0.0293165078522713,771,-0.0292012524512197,771,0.00325813609595609,771,-0.00432495782113114,771,0.0124077494702569
,770,0.0294651099528408,770,-0.0288121413863624,770,0.00361843664082672,770,-0.00404468614623339,770,0.0128288053755856
,769,0.0292612347521962,769,-0.0289824052421925,769,0.00360329742864088,769,-0.00388011019654656,769,0.0127270483271902
,768,0.0290725948962923,768,-0.0290696668400015,768,0.00371996130380904,768,-0.00392823767134319,768,0.0125276821729001
,767,0.0294154687027275,767,-0.0286680309985069,767,0.00368116558632375,767,-0.00356217071486314,767,0.0132326028560009
,766,0.0293877418804908,766,-0.0289439019038202,766,0.00369231312607628,766,-0.0035758806893522,766,0.0128121685872216
,765,0.0293839472383352,765,-0.0289192482883311,765,0.00385593031432385,765,-0.00355688173261323,765,0.0131126354314148
,764,0.0294216181478926,764,-0.0287809877447666,764,0.00381231740985071,764,-0.00356335174093715,764,0.0129728842230352
,763,0.0291708911191151,763,-0.0291592830048254,763,0.00342962577724811,763,-0.00369360434018115,763,0.012757223723189
,762,0.0292957380768001,762,-0.0288001743886947,762,0.00373724557246971,762,-0.00315334277063353,762,0.0131234407475235
,761,0.0290941290284613,761,-0.0290395969818639,761,0.00384571875658546,761,-0.00318387174741964,761,0.0132965492125296
,760,0.0291074707617178,760,-0.0290574164083793,760,0.00358635779787517,760,-0.00313597010524636,760,0.0129949149263649
,759,0.0295710598117662,759,-0.028914743645482,759,0.00405979384160532,759,-0.00300400767982015,759,0.013025909163778
,758,0.0292933288471383,758,-0.0289467595015486,758,0.0035306365554226,758,-0.00307875875329536,758,0.0129550684425013
,757,0.0291073046795314,757,-0.0291858592844298,757,0.00357396018177678,757,-0.00313226932934213,757,0.0131378482538736
,756,0.0294684897531854,756,-0.0288764280739097,756,0.0038904842457246,756,-0.00307094493789101,756,0.0135532033250598
,755,0.0293248714290465,755,-0.0286959458232751,755,0.003904092406353,755,-0.00286336470183556,755,0.0135075642471178
,754,0.0296365710340763,754,-0.0288863100365893,754,0.00395152840737431,754,-0.00299182213806687,754,0.0133548457481205
,753,0.0292112568679116,753,-0.0289893306376946,753,0.00369682965805853,753,-0.00313319452627466,753,0.0132616657882418
,752,0.0291756528641131,752,-0.0292517362729934,752,0.00374766346242291,752,-0.0031852079835768,752,0.0130110252521939
,751,0.0295092156449436,751,-0.0288626220142432,751,0.00416191831391458,751,-0.00299434153971553,751,0.013425938606099
,750,0.0292645022047588,750,-0.0290809001336639,750,0.00383190350180689,750,-0.00286866213666148,750,0.0132023944130518
,749,0.0290316054950908,749,-0.0293468796617293,749,0.00374659294090728,749,-0.00331577953991399,749,0.012641571639477
,748,0.0293715110157793,748,-0.0288265788636811,748,0.0040960625266025,748,-0.00332261278276756,748,0.0131369677814402
,747,0.029072733287049,747,-0.0289694743130296,747,0.00375779438204875,747,-0.00314789461308892,747,0.0128499222171111
,746,0.0294969697712024,746,-0.028945597091182,746,0.00388465976985414,746,-0.00329363498407668,746,0.0127724988174384
,745,0.0288982299001728,745,-0.0294524034646086,745,0.0037894941984074,745,-0.00356971895661192,745,0.0123942451299992
,744,0.029397187082674,744,-0.0291242327468143,744,0.00401699650842328,744,-0.00330992238903648,744,0.0126508994280841
,743,0.029184650489925,743,-0.0289434175633587,743,0.00408404230983968,743,-0.00328027577325196,743,0.0126204649259734
,742,0.0290902262337693,742,-0.0291811153683317,742,0.00381874155066543,742,-0.00348329144262183,742,0.0126259280551916
,741,0.0292540353672039,741,-0.0290917457966793,741,0.0040024965370445,741,-0.00380821690258972,741,0.012252914244254
,740,0.0293943341113881,740,-0.0292942775261567,740,0.00392543274143863,740,-0.00381935318817794,740,0.012031250299569
,739,0.0294531700491007,739,-0.0289491811798198,739,0.00428965996993312,739,-0.00390658609851938,739,0.0120578109977754
,738,0.0291805530864394,738,-0.029114259366384,738,0.00388228298824115,738,-0.00420832811865213,738,0.0117158663972598
,737,0.0291847612310962,737,-0.0292383777501925,737,0.00390761858279273,737,-0.00438287653867669,737,0.0114652124647664
,736,0.0290562650966213,736,-0.0291603480236309,736,0.00391681289601112,736,-0.00477974504906446,736,0.0107121010256608
,735,0.0293325704930897,735,-0.0291924425923453,735,0.00398300724808781,735,-0.00505938939111571,735,0.0101801869769332
,734,0.0291516785620423,734,-0.0292186780193547,734,0.00375173669035989,734,-0.00613747886826047,734,0.00924299566370344
,733,0.0290862127580762,733,-0.0294120065048807,733,0.00374972618205235,733,-0.00693152998099658,733,0.00826610828449252
,732,0.0291210066734351,732,-0.0294482429932266,732,0.0037671683042608,732,-0.00745530826148102,732,0.007269354199926
,731,0.0287231881721925,731,-0.029622126391084,731,0.00385365815666699,731,-0.0083846475526695,731,0.00657396002100761
,730,0.0288461636583688,730,-0.0294991334632901,730,0.0037074293337663,730,-0.00831293745487875,730,0.00607302185632605
,729,0.0292256266510806,729,-0.0297335299477732,729,0.00361632233983386,729,-0.00874104167027994,729,0.0059130808168826
,728,0.0288474361913497,728,-0.0296420012552442,728,0.00386397437030264,728,-0.00887756246411724,728,0.00567427624823932
,727,0.0286922976442137,727,-0.0295882741635982,727,0.00377944087595571,727,-0.00896429251340808,727,0.00561453661648639
,726,0.028728608760016,726,-0.0296596992738008,726,0.0037844805643546,726,-0.00892747239768366,726,0.00570155256146531
,725,0.0288030103992995,725,-0.0295722659771205,725,0.00384812145445234,725,-0.00893193560827681,725,0.00589190498682586
,724,0.0288540478901124,724,-0.0295162084921115,724,0.00401043880374685,724,-0.00878492984634892,724,0.0060940227571803
,723,0.0288055552161133,723,-0.0296994930038938,723,0.00375027450157682,723,-0.00896728464461763,723,0.00574168332880712
,722,0.0288795273861124,722,-0.0296871152719798,722,0.00379320223582524,722,-0.00890434411720695,722,0.00580986167572443
,721,0.0290773555636549,721,-0.0293023110151833,721,0.0040557699810867,721,-0.00889678658313008,721,0.00588749676543174
,720,0.0293288317219212,720,-0.029155749060078,720,0.00424166422307285,720,-0.00854001266561196,720,0.00587952009759867
,719,0.0294425324531367,719,-0.0290931014855123,719,0.00441851138684013,719,-0.00856336340058113,719,0.00594344251346738
,718,0.0294164659041364,718,-0.0291851331781817,718,0.00441341203487782,718,-0.00844771421182261,718,0.00574627368559438
,717,0.0296426681817777,717,-0.028914501459059,717,0.00472468680424564,717,-0.00849615049985899,717,0.00557137604342205
,716,0.0295881294659249,716,-0.028910335831445,716,0.0043770383943507,716,-0.00882526246716194,716,0.00526607063926791
,715,0.029597911566895,715,-0.0287183830014951,715,0.00458051889008661,715,-0.008708262173888,715,0.00532075715804682
,714,0.0295196332211172,714,-0.0287927614676594,714,0.00465516102050415,714,-0.00902681869846396,714,0.00498808033577627
,713,0.0296085529694378,713,-0.0288050193667482,713,0.0047357826524472,713,-0.00898919250271457,713,0.00488259380276612
,712,0.0298677682662462,712,-0.0286178670386587,712,0.00481477025398599,712,-0.00871267689419394,712,0.00494422268369019
,711,0.0298371566717903,711,-0.028734083490821,711,0.00474638154576118,711,-0.00885666351185112,711,0.00496320530289959
,710,0.0299249489618976,710,-0.0286594526450717,710,0.00488764630884175,710,-0.00893294996792385,710,0.00474611984157713
,709,0.0298147816266997,709,-0.0287989146855473,709,0.00477147970977855,709,-0.00896033678287902,709,0.00464084903964583
,708,0.0295478949256145,708,-0.028699192743695,708,0.00463514531033924,708,-0.0092563591519076,708,0.00439691146527759
,707,0.0297035334936434,707,-0.0287348588089206,707,0.00483571039696165,707,-0.00934605378757739,707,0.00404085066779204
,706,0.0296724068608893,706,-0.0289208951353438,706,0.00491196722530673,706,-0.00947012616517853,706,0.00408456492104191
,705,0.0299402853172832,705,-0.0285365261017709,705,0.0052204819674377,705,-0.00903640220856068,705,0.0043422365621906
,704,0.0298521849204613,704,-0.0286059916299324,704,0.00504220809342311,704,-0.00915179337665083,704,0.0043057904504367
,703,0.0299502694924883,703,-0.0284391199190792,703,0.00528511973750027,703,-0.00908685159219738,703,0.00433679821077129
,702,0.0299596159978398,702,-0.0286616820639552,702,0.00504241759954373,702,-0.00931129298034947,702,0.00397467362337837
,701,0.0302162103551305,701,-0.0284466358578133,701,0.00517652225186651,701,-0.00921348161262294,701,0.00425486513878659
,700,0.0301999207490528,700,-0.0286748644808398,700,0.00513911546186891,700,-0.0093499046679197,700,0.00421100305039404
,699,0.0298841286081485,699,-0.028687998035038,699,0.00509147100204407,699,-0.00966854801852625,699,0.00388270088296691
,698,0.0298262046779302,698,-0.0286015806811278,698,0.00503786086422635,698,-0.00949449064697786,698,0.00377518460436297
,697,0.0298338849079861,697,-0.0285556750712099,697,0.00509191625317411,697,-0.00933885863017289,697,0.00382122244348798
,696,0.0298301695450789,696,-0.0286004173465047,696,0.00508620659681803,696,-0.00959517592110818,696,0.0037225199588125
,695,0.0299913179577651,695,-0.0286306145650188,695,0.00515113872157159,695,-0.009619128286027,695,0.00370171174256534
,694,0.0302126027235981,694,-0.0284855227019944,694,0.00501243306391568,694,-0.00945330830345181,694,0.00370630669576511
,693,0.030142232151537,693,-0.0285700726010227,693,0.00508531610672174,693,-0.00957937575221894,693,0.00380004390908761
,692,0.0301448125744304,692,-0.028578313396568,692,0.00523413186667845,692,-0.0095655501328852,692,0.00372288548218642
,691,0.0301910408122607,691,-0.0283891719896381,691,0.00541122645042697,691,-0.00952842642067685,691,0.00377696022179683
,690,0.0300807227380979,690,-0.0283892204855594,690,0.00535880857332238,690,-0.00948633553602814,690,0.00372724567758334
,689,0.0300480155966208,689,-0.0285985269210959,689,0.00521482301792909,689,-0.00973127664882827,689,0.00375090115330961
,688,0.0301130994083703,688,-0.0286221808822405,688,0.0053235611086095,688,-0.00963138247354041,688,0.0036838806516145
,687,0.0300579745077989,687,-0.0285008437442512,687,0.00529617750654552,687,-0.00963583845600091,687,0.0036155914727489
,686,0.0300344507618646,686,-0.0286580471359806,686,0.00518286181707561,686,-0.00965062388844494,686,0.0034806370674754
,685,0.0302709112712882,685,-0.0285793313663431,685,0.00538391594701925,685,-0.00967477572106405,685,0.00336797664927982
,684,0.0304611831293369,684,-0.0283361142078026,684,0.00556510946384395,684,-0.00947063271717525,684,0.0037432247318877
,683,0.0304140932149085,683,-0.0284243786034399,683,0.00548042773700681,683,-0.00947402660031283,683,0.00348462950822336
,682,0.030095565213619,682,-0.0285347323575871,682,0.00548291814036668,682,-0.00955380054265981,682,0.00339529111631212
,681,0.0302799316173166,681,-0.0284278700128906,681,0.00555407106450859,681,-0.0095270589109234,681,0.00348838713304316
,680,0.0300944554782778,680,-0.0284006653715578,680,0.00552793136596141,680,-0.00965021881481045,680,0.00336359397210077
,679,0.0301768055424304,679,-0.0283713736208011,679,0.0055690162329669,679,-0.00968586384843427,679,0.00336609835364458
,678,0.0301764448106603,678,-0.0284872681644687,678,0.00560016676348353,678,-0.00953587167601617,678,0.00332884716840807
,677,0.0302752965238023,677,-0.0284330585834181,677,0.00567419756904447,677,-0.00953561843813549,677,0.00342469456858836
,676,0.0302824573477787,676,-0.028404302454378,676,0.00569625452810809,676,-0.00946070419034121,676,0.00352064141664849
,675,0.0303119622982285,675,-0.0282952252241475,675,0.00590533984229628,675,-0.00938820893435527,675,0.00361384261721695
,674,0.0302783495738498,674,-0.0284074060742987,674,0.00570449011276337,674,-0.00956367629712875,674,0.00352886194479797
,673,0.0303415802898547,673,-0.0284295187242634,673,0.00570643100577204,673,-0.00959613809231183,673,0.00338931674512706
,672,0.0303696456864632,672,-0.028322921504448,672,0.00572376828622298,672,-0.00931058354714987,672,0.00349438896234419
,671,0.0303318646997875,671,-0.0283467844835411,671,0.00581605308303607,671,-0.00954164545963207,671,0.003431452165035
,670,0.0303735877568682,670,-0.0282471527055269,670,0.00587760466957151,670,-0.00937412389578748,670,0.00357578717665164
,669,0.0303043291226017,669,-0.0283415463809378,669,0.00582103775475454,669,-0.00941961996496194,669,0.00354360709149664
