CSV Report,LLM_UV_03_02.csv
Worksheet Type,Scan

METHOD
X mode,nm
Y mode,Abs
Collect mode,Scan
Scan range start (nm),800.00
Scan range stop (nm),200.00
Data Interval (nm),1.00
Scan rate (nm/min),3000
Averaging Time (s),.02
Spectral Bandwidth (nm),2
Detector module,Multicell Peltier UV-Vis
Baseline,Off
Experiment Zones,1
Experimental temperature (°C),25°C


SAMPLES
Name,Sample 1,,Sample 2,
Collection Time,2025-03-04 12:06:56 (+00:00),,2025-03-04 12:06:56 (+00:00),
Cell Number,Cell 1,,Cell 2,
Module Serial Number,MY2052ZC03,,MY2052ZC03,
Temperatures (°C),25.0,,25.0,
Instrument Serial Number,MY2105ZA05,,MY2105ZA05,
Instrument Name,MY2105ZA05,,MY2105ZA05,
,Wavelength (nm),Abs,Wavelength (nm),Abs
,800,-0.021782131628177,800,0.434601830163146
,799,-0.0220815513326726,799,0.435866636668176
,798,-0.0215583796480281,798,0.438535164777456
,797,-0.0215262085934035,797,0.438812584181054
,796,-0.0219050156500502,796,0.441357736359128
,795,-0.0221660288059124,795,0.442189011417532
,794,-0.02211358287366,794,0.44374763893325
,793,-0.0216279851211866,793,0.445532100658747
,792,-0.0213940999998455,792,0.447288940880513
,791,-0.021564488430522,791,0.448732543441547
,790,-0.0217700678207594,790,0.449556531685493
,789,-0.0215127581198563,789,0.451922449920329
,788,-0.0220686593237622,788,0.453054675216949
,787,-0.0214258373241474,787,0.454151335520554
,786,-0.0216964959623957,786,0.457393945931258
,785,-0.0216575874648818,785,0.45818328509581
,784,-0.0216258670724917,784,0.459704838676747
,783,-0.0211137350529945,783,0.461614260997413
,782,-0.0212064377081204,782,0.46317012585101
,781,-0.0214358409999736,781,0.464288100916238
,780,-0.0211315374702815,780,0.467415443080882
,779,-0.0208776484146727,779,0.468650222888781
,778,-0.0213998661147122,778,0.469322416927239
,777,-0.0210744783907062,777,0.472238368901315
,776,-0.0212020495711607,776,0.47464616729136
,775,-0.0206230677684707,775,0.476387102381911
,774,-0.0208546050886282,774,0.477470532131358
,773,-0.0208499173244598,773,0.478851368047912
,772,-0.0209317238816752,772,0.481089697822142
,771,-0.0207311766570395,771,0.482998059110163
,770,-0.0208472526780612,770,0.484364273654466
,769,-0.0210317161542092,769,0.48624083293926
,768,-0.0208902797833779,768,0.488029209003671
,767,-0.0207018072698556,767,0.489916347266234
,766,-0.0208286490430527,766,0.491694054438148
,765,-0.0205730521324104,765,0.493718550554707
,764,-0.020538931547577,764,0.495512894222439
,763,-0.0206570336428022,763,0.498084159122207
,762,-0.020416796399865,762,0.499421075501522
,761,-0.0209041442612481,761,0.500274520685539
,760,-0.0206032201994868,760,0.502578741150376
,759,-0.0205744346755738,759,0.505004420029474
,758,-0.0204080535050708,758,0.507003511562558
,757,-0.0204677684176142,757,0.509077082808751
,756,-0.0203176505456025,756,0.510096374144153
,755,-0.0199336482072719,755,0.512724358846296
,754,-0.0203049531037543,754,0.514618658432888
,753,-0.0203777236808386,753,0.515902447613183
,752,-0.0202425968536075,752,0.518468441200478
,751,-0.0203344975510365,751,0.520636717126397
,750,-0.0202003456530013,750,0.521809014617407
,749,-0.0199745409109852,749,0.524401678044761
,748,-0.0200359963422487,748,0.526651901859944
,747,-0.0201921420194003,747,0.528150038835432
,746,-0.0196513489227997,746,0.529661687835463
,745,-0.0199677174868354,745,0.532631098647545
,744,-0.0200743583169697,744,0.534173021088964
,743,-0.0200690689161877,743,0.536490653546804
,742,-0.0200162702448392,742,0.538378662861757
,741,-0.0196727244148712,741,0.54003800873173
,740,-0.0197456504675119,740,0.541686598558989
,739,-0.0198297921133434,739,0.544130272204573
,738,-0.0197820099689691,738,0.546387702516001
,737,-0.01987015057448,737,0.548393305899187
,736,-0.0197959593370679,736,0.550105675423649
,735,-0.0196973148254499,735,0.552709413902168
,734,-0.0193085541222744,734,0.554949103387454
,733,-0.0195777636638125,733,0.55715595529504
,732,-0.0194062472681196,732,0.558445104127997
,731,-0.0192452126619487,731,0.560274243291712
,730,-0.0190945228986185,730,0.563347262874065
,729,-0.0190787673008172,729,0.565676249306285
,728,-0.0196017161188018,728,0.567765262706003
,727,-0.0189108207135887,727,0.569709990953394
,726,-0.018856988736398,726,0.571924070402313
,725,-0.0187829712660765,725,0.574922701356174
,724,-0.0189188007610866,724,0.577155127516397
,723,-0.0187130570473222,723,0.578853046273396
,722,-0.0188910434421306,722,0.580825105762432
,721,-0.0184909923736293,721,0.58366774185152
,720,-0.0184513490535031,720,0.585638006910667
,719,-0.0182360509252124,719,0.588127149680855
,718,-0.017915983625699,718,0.591033741694699
,717,-0.0178535318299573,717,0.593370910873735
,716,-0.0176526016923234,716,0.595411949948913
,715,-0.0175928464304105,715,0.597714120370929
,714,-0.0176314745234887,714,0.600347185396501
,713,-0.0173717003418251,713,0.603306557200152
,712,-0.0171878649742231,712,0.605512317041782
,711,-0.0172263300690371,711,0.608096395292599
,710,-0.0171149062896463,710,0.609748371306126
,709,-0.0168194625715338,709,0.612824762358943
,708,-0.0168510877409763,708,0.61465266198269
,707,-0.0167119695837858,707,0.617556430417931
,706,-0.0167114714079128,706,0.619840623922831
,705,-0.0167386211599178,705,0.621812798467137
,704,-0.0166042008341329,704,0.624838296973783
,703,-0.0166163591649889,703,0.627091202733717
,702,-0.0164310571742762,702,0.629557376819222
,701,-0.0163010294525482,701,0.632349637373609
,700,-0.0162550018773525,700,0.634844125364891
,699,-0.0162964917393552,699,0.637210021021209
,698,-0.0162831775160158,698,0.639623703727267
,697,-0.0160835149487059,697,0.642128850549742
,696,-0.0159873169529578,696,0.644844707128485
,695,-0.0159051725463896,695,0.647475932951691
,694,-0.01600054045103,694,0.649830297710047
,693,-0.015638670190659,693,0.652771860534051
,692,-0.0156062074390485,692,0.655120732535012
,691,-0.0153816485897198,691,0.658117026193932
,690,-0.015429467622824,690,0.660909328588755
,689,-0.0153957899806176,689,0.663003806376083
,688,-0.0153438193549342,688,0.665555106015196
,687,-0.0153514154498292,687,0.668540462706859
,686,-0.0150715715759388,686,0.671471700204705
,685,-0.0150488682207343,685,0.674233948091775
,684,-0.0149886535748435,684,0.676801976953697
,683,-0.0149203768710031,683,0.679188421017018
,682,-0.0148521394628536,682,0.682154221141424
,681,-0.0148850588472667,681,0.684904838988066
,680,-0.0146003086812995,680,0.68759414813972
,679,-0.0145210558761474,679,0.690320482510573
,678,-0.014494818659543,678,0.692948120482527
,677,-0.0144729364097963,677,0.695687088801512
,676,-0.0144060309769005,676,0.698686283275857
,675,-0.0140984138223073,675,0.701434656740836
,674,-0.0140621768075474,674,0.704120304823898
,673,-0.013967685723066,673,0.70724404090023
,672,-0.014095506953416,672,0.709611607867087
,671,-0.0138349123186411,671,0.712715751073642
,670,-0.0138034178061943,670,0.715385794243528
,669,-0.0138474994546982,669,0.718552621590438
,668,-0.0137401711306114,668,0.721386688228783
,667,-0.0135461605507696,667,0.724161251304941
,666,-0.0135458092763975,666,0.727072491952645
,665,-0.013428116368333,665,0.73010490852915
,664,-0.0133986505078118,664,0.732772999476906
,663,-0.0133907189806974,663,0.735898429067816
,662,-0.0131648606742193,662,0.738890157711955
,661,-0.0131173944056944,661,0.742045897923461
,660,-0.0132242238798533,660,0.744917745218975
,659,-0.0129567240301662,659,0.747617931557534
,658,-0.0128998873490676,658,0.750658613740175
,657,-0.0128003172857503,657,0.753823851808045
,656,-0.0125790804777061,656,0.757057340487938
,655,-0.0126035729172929,655,0.759945668942457
,654,-0.0126764385583774,654,0.763013913286438
,653,-0.0125474947587303,653,0.766058746691875
,652,-0.0124107644696452,652,0.769409713995335
,651,-0.0123779085781453,651,0.772400357486959
,650,-0.0122536576285967,650,0.775321073266998
,649,-0.0121966281793231,649,0.778603636125843
,648,-0.012007617408569,648,0.781943982584804
,647,-0.0118882475104466,647,0.785523749961835
,646,-0.0118373164423086,646,0.788096671762939
,645,-0.0118838145786228,645,0.791520738226554
,644,-0.0118210434374767,644,0.794545877044532
,643,-0.0116550037895965,643,0.798160002818248
,642,-0.0115986013752504,642,0.801318154641785
,641,-0.0113953104583866,641,0.804854359613392
,640,-0.011389006515562,640,0.807843336334466
,639,-0.0113423544944968,639,0.81109662752721
,638,-0.0111365718949754,638,0.814165685756796
,637,-0.0109688568452706,637,0.817573786658091
,636,-0.0109047920845717,636,0.822054162914944
,635,-0.0108036525066141,635,0.824774998108787
,634,-0.0107608769611326,634,0.827553011172107
,633,-0.0105214177210983,633,0.831004293480125
,632,-0.0105736149221893,632,0.83449674998277
,631,-0.0103961289461054,631,0.838151511240444
,630,-0.0102172050676615,630,0.84185415090628
,629,-0.0100837857531073,629,0.844894216436086
,628,-0.0100005675879508,628,0.848733835194365
,627,-0.00999839206641502,627,0.851918642977227
,626,-0.00991131166371262,626,0.855003774533434
,625,-0.00960459497907814,625,0.859397283302537
,624,-0.00959183362562686,624,0.862567650092693
,623,-0.00954260774943863,623,0.866039341111866
,622,-0.00926294752386489,622,0.869532490672854
,621,-0.00896921176905864,621,0.873623118942813
,620,-0.00901038933198669,620,0.876872207705985
,619,-0.00905470663219579,619,0.880749200531235
,618,-0.00887147549444266,618,0.883796091213253
,617,-0.00874662307176777,617,0.887683054119547
,616,-0.0086571597887962,616,0.891061017415559
,615,-0.00851945282699098,615,0.895278182505275
,614,-0.00835417728643438,614,0.898498871913197
,613,-0.00825508335721614,613,0.902444094893452
,612,-0.00807502094289147,612,0.90610764555056
,611,-0.00802501294215647,611,0.909982008420511
,610,-0.00780397366664288,610,0.913446169109327
,609,-0.00783092329819922,609,0.917317974271433
,608,-0.00770490668699036,608,0.920828632797392
,607,-0.00755173558279455,607,0.924611826711008
,606,-0.00732215757309818,606,0.929039646765825
,605,-0.00719609507078369,605,0.932096187089247
,604,-0.00720144176001,604,0.935919486413483
,603,-0.00708583675744407,603,0.939683433692058
,602,-0.00692240944267839,602,0.943411941305184
,601,-0.00677110285037695,601,0.94753991704077
,600,-0.00659924554955368,600,0.951835146235055
,599,-0.00652678102031776,599,0.955646284104414
,598,-0.0063311531132776,598,0.959034851956871
,597,-0.00637436717232738,597,0.963007972815603
,596,-0.00629268030927304,596,0.96652431461299
,595,-0.00616718629692988,595,0.970612650791622
,594,-0.00615401727517262,594,0.974494424259964
,593,-0.00598901336150779,593,0.97923252157634
,592,-0.00568058613337186,592,0.982767916631896
,591,-0.00539873388397777,591,0.986863241743981
,590,-0.00535521808168398,590,0.990723236224515
,589,-0.00530791335061409,589,0.994904068720425
,588,-0.00511255416688788,588,0.998762209536771
,587,-0.00489857622353214,587,1.00335707873465
,586,-0.00477954022793356,586,1.00697078404505
,585,-0.00469801374694936,585,1.01075612050607
,584,-0.00463491239626688,584,1.01542164708618
,583,-0.00434945889384637,583,1.01876249882089
,582,-0.00409638541578756,582,1.02369665793368
,581,-0.00389873585406316,581,1.02876827652362
,580,-0.00389991596523334,580,1.03177684834511
,579,-0.00363348866083871,579,1.03689196403431
,578,-0.00334912269225033,578,1.04094215361751
,577,-0.00333550830908015,577,1.04478521409599
,576,-0.00333591931557445,576,1.04894524436142
,575,-0.00314208659628905,575,1.05340029035125
,574,-0.00284268865832649,574,1.05734724386577
,573,-0.00269262926751742,573,1.06217124556761
,572,-0.00257767041273901,572,1.06559199381404
,571,-0.00242314330011184,571,1.07000735135894
,570,-0.00222982979777686,570,1.07513417482944
,569,-0.00212206419979772,569,1.0784415505834
,568,-0.00187310174381104,568,1.08344167921771
,567,-0.00181948734314979,567,1.087551554821
,566,-0.00180386574855579,566,1.09216521216152
